idproduto,cdprincipal,dscodigo,dsdetalhe,vlprecovenda,stativo,qtestoque,qtestoque2,qtestoque_ttl
7XV000002I,044993,,MULHER DE INFLUENCIA,29.0,S,0.0,0.0,0.0
7XV000002J,037915,7890000379151,HARPA CIFRADA - 6,15.9,S,0.0,0.0,0.0
7XV000002K,038123,9788586096273,CAMINHO BIBLICO PARA  A BENCAO,29.9,S,0.0,0.0,0.0
7XV000002L,044992,9788538300618,CRISTAOS SECRETOS,29.0,S,0.0,0.0,0.0
7XV000002M,044991,9788526309173,COMENTARIO BIBLICO MATTHEW HENRY(02 VOLUMES),269.0,S,1.0,-1.0,0.0
7XV000002N,038141,,CD O MELHOR DE JOAO ALEXANDRE,5.0,S,0.0,0.0,0.0
7XV000002O,044990,7890000449908,ANEL GALHA - METAL,9.9,S,0.0,0.0,0.0
7XV000002P,044989,,ADESIVO - 3M CARTELA,19.9,S,2.0,-2.0,0.0
7XV000002Q,038283,7890000382830,HARPA CIFRADA - 7,15.9,S,0.0,0.0,0.0
7XV000002R,044988,7890000449885,ADESIVO - 3M Medio,6.9,S,30.0,-30.0,0.0
7XV000002S,038373,7890000383738,CD SOFRER POR JESUS,5.0,S,0.0,0.0,0.0
7XV000002T,044987,,PULSEIRA GALHA - METAL BORRACHA,14.9,S,1.0,-1.0,0.0
7XV000002U,044986,7890000449861,PULSEIRA GALHA - INFANTIL,13.9,S,0.0,0.0,0.0
7XV000002V,038580,,DEUS INVISIVEL - Philip Yancel,39.0,S,0.0,0.0,0.0
7XV000002W,044985,,PULSEIRA GALHA - DOURADA,32.9,S,0.0,0.0,0.0
7XV000002X,038689,9788526303959,150 ESTUDOS E MENSAGENS - Orlando Boyer,42.95,S,0.0,0.0,0.0
7XV000002Y,044984,,PULSEIRA GALHA - STRASS,59.9,S,0.0,0.0,0.0
7XV000002Z,044983,,PULSEIRA GALHA - METAL ACO,149.9,S,0.0,0.0,0.0
7XV0000030,044982,7890000449823,PULSEIRA GALHA - METAL PRATA DOURADA,89.9,S,0.0,0.0,0.0
7XV0000031,039130,,SMILINGUIDO - Smilinguido,11.9,S,0.0,0.0,0.0
7XV0000032,044981,7890000449816,BOTOM - ESTOJO STRASS MAPA,22.9,S,0.0,0.0,0.0
7XV0000033,039134,,FANIQUITA - Smilinguido,11.9,S,1.0,-1.0,0.0
7XV0000034,044980,,BOTOM - ESTOJO STRASS PEITORAL,22.9,S,0.0,0.0,0.0
7XV0000035,044979,7890000449793,BOTOM - ESTOJO STRASS ESTRELA DE DAVI MEDIA,29.9,S,0.0,0.0,0.0
7XV0000036,039170,9788531110504,BIBLIA INFANTIL - DO BEBE,44.9,S,0.0,0.0,0.0
7XV0000036,039170,9788531116858,BIBLIA INFANTIL - DO BEBE,44.9,S,0.0,0.0,0.0
7XV0000037,044977,7890000449779,BOTOM - ESTOJO CLAVE DE SOL,23.9,S,2.0,0.0,2.0
7XV0000038,044976,7890000449762,BOTOM - ESTOJO METAL(VARIOS),6.9,S,12.0,-12.0,0.0
7XV0000039,039202,7890000392020,HARPA C  MUSICA B DOURADA,49.95,S,143.0,-1.0,142.0
7XV0000039,039202,7908234002339,HARPA C  MUSICA B DOURADA,49.95,S,143.0,-1.0,142.0
7XV0000039,039202,7908234002360,HARPA C  MUSICA B DOURADA,49.95,S,143.0,-1.0,142.0
7XV000003A,039203,,BIBLIA C HARPA ZIPER INDICE - Grande,42.9,S,0.0,0.0,0.0
7XV000003B,039289,7890000392891,BIBLIA DEVOCIONAL DA MULHER - NVI,69.0,S,0.0,0.0,0.0
7XV000003C,039291,9788573676037,EM DEFESA DA FE,39.9,S,0.0,0.0,0.0
7XV000003D,039322,9788581580067,GUERREIROS DA LUZ - I,39.9,S,0.0,0.0,0.0
7XV000003I,045015,,IMA EVA - MENSAGENS Grande,3.0,S,0.0,0.0,0.0
7XV000003J,039355,9788589464086,TOQUE FACIL - METODO DE TECLADO I,39.9,S,0.0,0.0,0.0
7XV000003K,039356,9788589464307,TOQUE FACIL - II,35.9,S,0.0,0.0,0.0
7XV000003L,039368,,BATERIA OUVIR E TOCAR,29.9,S,0.0,0.0,0.0
7XV000003M,039370,9788573675603,ENCICLOPEDIA DE APOLOGETICA,130.9,S,4.0,0.0,4.0
7XV000003N,039390,9788526305144,BIBLIA E JORNAL - Samuel Camara,27.9,S,0.0,0.0,0.0
7XV000003O,039405,9788573671421,COMO PREPARAR MENSAGENS BIBLICAS,46.9,S,1.0,-1.0,0.0
7XV000003P,039406,9788573671469,CRUZ DE CRISTO - John Stott,52.9,S,2.0,0.0,2.0
7XV000003Q,039412,9788573676235,FUNDAMENTOS INABALAVEIS,45.0,S,0.0,0.0,0.0
7XV000003R,039414,9788573676242,MANUAL DE TIPOLOGIA BIBLICA,25.0,S,1.0,-1.0,0.0
7XV000003S,039588,,CD TRIBUTO VOL - II,5.0,S,0.0,0.0,0.0
7XV000003T,039742,,CD TRIBUTO VOL - I,5.0,S,0.0,0.0,0.0
7XV000003U,039749,9788526305625,PERGUNTAS INTRIGANTES QUE OS JOVENS,23.9,S,0.0,0.0,0.0
7XV000003V,039828,7890000398282,CAMISA - MARKA DA PAZ BABYLOOK,49.9,S,2.0,0.0,2.0
7XV000003W,039922,,REVISTA GERACAO - III,6.5,S,0.0,0.0,0.0
7XV000003X,039929,7898521800581,BIBLIA POP CP BROCH - Pequena,6.9,S,35.0,-35.0,0.0
7XV000003X,039929,7898521800741,BIBLIA POP CP BROCH - Pequena,6.9,S,35.0,-35.0,0.0
7XV000003X,039929,7899938400302,BIBLIA POP CP BROCH - Pequena,6.9,S,35.0,-35.0,0.0
7XV000003X,039929,7899938400319,BIBLIA POP CP BROCH - Pequena,6.9,S,35.0,-35.0,0.0
7XV000003X,039929,9788531106446,BIBLIA POP CP BROCH - Pequena,6.9,S,35.0,-35.0,0.0
7XV000003X,039929,9788531110153,BIBLIA POP CP BROCH - Pequena,6.9,S,35.0,-35.0,0.0
7XV000003Y,040018,,CANTATA - O AMOR DE DEUS (Mig Meg),39.9,S,0.0,-1.0,-1.0
7XV000003Z,040071,9788000000435,BIBLIA LUXO - Gigante Portugues/Ingles NVI,159.0,S,44.0,0.0,44.0
7XV000003Z,040071,9788000001470,BIBLIA LUXO - Gigante Portugues/Ingles NVI,159.0,S,44.0,0.0,44.0
7XV000003Z,040071,9788000002262,BIBLIA LUXO - Gigante Portugues/Ingles NVI,159.0,S,44.0,0.0,44.0
7XV000003Z,040071,9788000002965,BIBLIA LUXO - Gigante Portugues/Ingles NVI,159.0,S,44.0,0.0,44.0
7XV000003Z,040071,9788000003528,BIBLIA LUXO - Gigante Portugues/Ingles NVI,159.0,S,44.0,0.0,44.0
7XV000003Z,040071,9788000003535,BIBLIA LUXO - Gigante Portugues/Ingles NVI,159.0,S,44.0,0.0,44.0
7XV000003Z,040071,9788573676990,BIBLIA LUXO - Gigante Portugues/Ingles NVI,159.0,S,44.0,0.0,44.0
7XV000003Z,040071,9788573677003,BIBLIA LUXO - Gigante Portugues/Ingles NVI,159.0,S,44.0,0.0,44.0
7XV0000040,040072,9788538302759,PARA QUE ESTOU NA TERRA - Uma vida com Propositos,54.9,S,1.0,-1.0,0.0
7XV0000041,040107,7890000401074,OLEO PARA UNCAO - 120 ml,18.9,S,212.0,-20.0,192.0
7XV0000042,045016,7890000450164,BORRACHA - LANTU,3.5,S,7.0,-7.0,0.0
7XV0000045,040113,,IMA - MADEIRA,3.9,S,0.0,0.0,0.0
7XV0000046,044975,,CAMISA - HPICE BABYLOOK SOBREPOSICAO,36.9,S,0.0,0.0,0.0
7XV0000047,045019,,CANETA - 3 EM 1,3.0,S,3.0,-3.0,0.0
7XV0000048,045020,7890000450201,CANETA - LINC EXECUTIVE,4.9,S,8.0,-8.0,0.0
7XV0000049,045018,,CANETA - 3 CORES,2.0,S,9.0,-9.0,0.0
7XV000004A,045017,7890000450171,ISQUEIRO C LANTERNA,3.5,S,3.0,-3.0,0.0
7XV000004B,044974,,CACHEPOT - MADEIRA 01 FLOR OVELHA,16.9,S,1.0,-1.0,0.0
7XV000004D,044973,,CACHEPOT - VASO MARGARIDA 01 FLOR Grande,11.9,S,0.0,0.0,0.0
7XV000004G,040201,7890000402019,ABC MUSICAL - Pequeno,5.9,S,0.0,-7.0,-7.0
7XV000004H,040139,7890000401395,CAMISA - HPICE BABYLOOK (P M G),34.9,S,11.0,-1.0,10.0
7XV000004I,040447,7899938413029,BIBLIA DE ESTUDO - SHEDD LUXO,207.9,S,34.0,0.0,34.0
7XV000004I,040447,7899938413036,BIBLIA DE ESTUDO - SHEDD LUXO,207.9,S,34.0,0.0,34.0
7XV000004I,040447,9788527504553,BIBLIA DE ESTUDO - SHEDD LUXO,207.9,S,34.0,0.0,34.0
7XV000004I,040447,9788527504652,BIBLIA DE ESTUDO - SHEDD LUXO,207.9,S,34.0,0.0,34.0
7XV000004J,040549,,CD SO O SENHOR E DEUS HA UM DEUS,5.0,S,0.0,0.0,0.0
7XV000004K,040551,,CD A ULTIMA HORA,5.0,S,0.0,-1.0,-1.0
7XV000004L,045040,,AGENDA - Mig Meg Luxo,39.9,S,0.0,0.0,0.0
7XV000004M,040682,,ONDE ESTA DEUS - Mig e Meg,14.7,S,2.0,-2.0,0.0
7XV000004N,044972,7890000449724,CACHEPOT - MADEIRA CASINHA TRONCO 02 FLORES,32.9,S,0.0,0.0,0.0
7XV000004O,040762,,CD A ULTIMA TROMBETA,5.0,S,0.0,0.0,0.0
7XV000004P,044971,,CHAVEIRO - SUZI BIJUTERIAS,12.0,S,0.0,0.0,0.0
7XV000004Q,040764,,CD PRISMA CANTA O AMOR - Prisma,5.0,S,0.0,0.0,0.0
7XV000004R,040803,,COMENTARIO BIBLICO ATOS - Novo Testamento,109.9,S,0.0,0.0,0.0
7XV000004S,040816,7890000408165,FANTOCHES A ALEGRIA DA GAROTADA - II,19.95,S,1.0,-1.0,0.0
7XV000004T,040838,,BRONZE - SINO DE MESA (9137),69.9,S,0.0,0.0,0.0
7XV000004U,040915,7908234001714,ESPIRITO SANTO NA BIBLIA  - Staley Horton,54.95,S,0.0,0.0,0.0
7XV000004U,040915,9788526304574,ESPIRITO SANTO NA BIBLIA  - Staley Horton,54.95,S,0.0,0.0,0.0
7XV000004V,040922,,AGENDA - SMILI ESPIRAL Grande,35.9,S,0.0,0.0,0.0
7XV000004W,041075,9788573675702,COMENTARIO BIBLICO DO PROFESSOR,127.0,S,0.0,0.0,0.0
7XV000004X,044967,,CHAVEIRO - CHABODADON,9.9,S,0.0,0.0,0.0
7XV000004Y,041168,7890000411684,BANDEJA P CEIA - ACRILICO 54 calices,69.9,S,0.0,0.0,0.0
7XV000004Z,041220,,CACHEPOT - MADEIRA CASINHA 02 FLORES CACHORRINHO,24.9,S,0.0,0.0,0.0
7XV0000050,041262,7890000412629,BIBLIA POP CP BROCH - Media,11.9,S,3.0,-3.0,0.0
7XV0000050,041262,7898521806705,BIBLIA POP CP BROCH - Media,11.9,S,3.0,-3.0,0.0
7XV0000050,041262,7898521807832,BIBLIA POP CP BROCH - Media,11.9,S,3.0,-3.0,0.0
7XV0000050,041262,7899938402122,BIBLIA POP CP BROCH - Media,11.9,S,3.0,-3.0,0.0
7XV0000050,041262,7899938402276,BIBLIA POP CP BROCH - Media,11.9,S,3.0,-3.0,0.0
7XV0000050,041262,7899938402283,BIBLIA POP CP BROCH - Media,11.9,S,3.0,-3.0,0.0
7XV0000050,041262,7899938410059,BIBLIA POP CP BROCH - Media,11.9,S,3.0,-3.0,0.0
7XV0000050,041262,7899938410066,BIBLIA POP CP BROCH - Media,11.9,S,3.0,-3.0,0.0
7XV0000050,041262,7899938410073,BIBLIA POP CP BROCH - Media,11.9,S,3.0,-3.0,0.0
7XV0000051,041270,,DIREITO APLICADO AS IGREJAS,27.9,S,0.0,0.0,0.0
7XV0000052,041291,9788573439472,NO ALTAR DA IDOLATRIA SEXUAL,35.9,S,0.0,0.0,0.0
7XV0000054,041361,,CD LOUVORES INESQUECIVEIS III - Ozeas de Paula,5.0,S,0.0,0.0,0.0
7XV0000055,041365,,BIBLIA DO EXECUTIVO - Brochura,55.0,S,0.0,0.0,0.0
7XV0000056,041500,,VINHO DO INFERNO - Marco Feliciano,12.0,S,0.0,0.0,0.0
7XV0000057,041502,,SONHO DO HOMEM E O  PROJETO DE DEUS - M Feliciano,12.0,S,0.0,0.0,0.0
7XV0000058,041516,7890000415163,OLEO PARA UNCAO - 250 ml,24.9,S,119.0,0.0,119.0
7XV0000059,041811,5000000002405,CAIXA DE PROMESSA - C  ZIPER Grande,10.9,S,4.0,-4.0,0.0
7XV000005A,041831,7890000418317,CARNE DE DIZIMO,1.5,S,26.0,-26.0,0.0
7XV000005B,041832,7890000418324,LIVRO DE REGISTRO - ROL DE MEMBROS (Brochura),9.9,S,248.0,0.0,248.0
7XV000005C,041903,7890000419031,CD ELIEZER ROSA AO VIVO - 2,5.0,S,0.0,0.0,0.0
7XV000005D,041941,9788589464369,ABC MUSICAL - Grande,14.9,S,0.0,-2.0,-2.0
7XV000005E,041991,9788531110573,BIBLIA POP CP DURA - Media Lt Maior,16.9,S,8.0,-8.0,0.0
7XV000005F,042018,,DVD SHOUT TO THE LORD - Hillsong,10.0,S,0.0,0.0,0.0
7XV000005G,042108,9798598537022,REDUZE-ME AO AMOR - Joyce Meyer,30.0,S,0.0,0.0,0.0
7XV000005H,042112,,BOTOM - ESTOJO STRASS OVELHA,26.9,S,0.0,0.0,0.0
7XV000005I,042113,7890000421133,BOTOM - ESTOJO STRASS PEIXE,16.9,S,0.0,0.0,0.0
7XV000005J,042116,7890000421164,BOTOM - ESTOJO STRASS CLAVE DE SOL Grande,36.9,S,1.0,0.0,1.0
7XV000005K,042118,7890000421188,BOTOM - ESTOJO STRASS CLAVE DE SOL Pequeno,32.9,S,0.0,0.0,0.0
7XV000005L,042120,,BOTOM - ESTOJO STRASS ESTRELA DE DAVI Pequeno,22.9,S,0.0,0.0,0.0
7XV000005M,042132,7890000421324,BOTOM - ESTOJO METAL AGUIA,18.9,S,0.0,0.0,0.0
7XV000005O,042152,,CD OZEAS DE PAULA - Ao Vivo,5.0,S,0.0,0.0,0.0
7XV000005P,042187,9788561721046,CONVERSA FRANCA SOBRE PREOCUPACAO,15.0,S,0.0,0.0,0.0
7XV000005Q,042197,9788561721329,PAZ - Joyce Meyer,10.0,S,1.0,-1.0,0.0
7XV000005R,042300,7890000423007,BIBLIA LUXO - Peq Carteira(KCross),12.9,S,3.0,-3.0,0.0
7XV000005S,042373,,DVD PRISIONEIROS  DA FE,10.0,S,0.0,0.0,0.0
7XV000005T,042437,,ENCICLOPEDIA DA VIDA DE JESUS - OBRA COMPLETA,119.9,S,0.0,0.0,0.0
7XV000005U,042487,,CD O ROSTO DE CRISTO - Leno Silva,5.0,S,0.0,0.0,0.0
7XV000005V,042504,9788526307384,TRIBUNAL DE CRISTO - Rick C  Howald,21.6,S,0.0,0.0,0.0
7XV000005W,042525,7898930070803,DVD LOUVAI-O COM DANCAS - Nivel I,10.0,S,0.0,0.0,0.0
7XV000005X,042632,7890000426329,BIBLIA DO ADOLESCENTE APLIC P - LUXO,79.95,S,3.0,-3.0,0.0
7XV000005Y,042671,,DVD A BIBLIA CODIGOS E SEGREDOS,10.0,S,0.0,0.0,0.0
7XV000005Z,042680,9788531110283,BIBLIA INFANTIL - DAS CRIANCINHAS,69.9,S,0.0,0.0,0.0
7XV0000060,042686,,DISCIPLINAS DA FAMILIA CRISTA - Kent e B,29.9,S,0.0,0.0,0.0
7XV0000061,042728,,CACHEPOT - MADEIRA CESTINHA 01 FLOR Mini,13.9,S,2.0,-2.0,0.0
7XV0000062,042732,,CLIP - CAIXA C  100 DOURADO,4.6,S,7.0,-3.0,4.0
7XV0000063,042825,9788573679267,FAMILIAS FORTES IGREJAS FORTES,39.0,S,0.0,0.0,0.0
7XV0000064,042831,7890000428316,CD ELIEZER ROSA AO VIVO - 3,5.0,S,0.0,-1.0,-1.0
7XV0000064,042831,7898238582213,CD ELIEZER ROSA AO VIVO - 3,5.0,S,0.0,-1.0,-1.0
7XV0000065,042895,,DVD DESCOBRINDO JESUS,10.0,S,0.0,0.0,0.0
7XV0000066,042931,,CD NO CEU - Com Nilopolis,5.0,S,0.0,0.0,0.0
7XV0000067,042970,7890000429702,CANTATA - CELEBRANDO JESUS (Mig e Meg),39.9,S,0.0,0.0,0.0
7XV0000068,043268,7897601047878,BIBLIA SMILI - CAPA DURA Pequena,19.9,S,8.0,-8.0,0.0
7XV0000068,043268,7897601047908,BIBLIA SMILI - CAPA DURA Pequena,19.9,S,8.0,-8.0,0.0
7XV0000069,043344,7890000433440,EMBALAGEM - Grande Luxo (C/Laco),3.5,S,104.0,-104.0,0.0
7XV000006A,043458,,DVD PROPOSITO - Kleber Lucas,10.0,S,0.0,0.0,0.0
7XV000006B,043485,,CD UM PASSEIO PELA HARPA 3 - Eliezer Rosa,5.0,S,0.0,-1.0,-1.0
7XV000006C,043508,,BIBLIA C CANTOR CRISTAO -  CP Dura,13.9,S,1.0,-1.0,0.0
7XV000006D,043571,9788573679649,DESAFIANDO SEUS IMPOSSIVEIS - Vida,16.0,S,0.0,0.0,0.0
7XV000006E,043771,9788526308558,TREINAMENTO DOS DOZE,74.95,S,0.0,0.0,0.0
7XV000006F,043816,,CACHEPOT - MADEIRA CASINHA 02 FLORES PASSARINHO,28.9,S,0.0,0.0,0.0
7XV000006H,043817,,CACHEPOT - MADEIRA CASINHA PENDURAR C/PASSARINHO,19.9,S,0.0,0.0,0.0
7XV000006I,043832,7898410725278,CDPB BENDITO SEREI - Nani Azevedo,5.0,S,0.0,0.0,0.0
7XV000006J,043873,7890000438735,CAIXA DE PROMESSA - CHAVEIRO,4.9,S,166.0,-42.0,124.0
7XV000006K,043910,9788573679601,ORACAO COM PROPOSITOS  PARA MULHERES,48.9,S,0.0,0.0,0.0
7XV000006N,043914,,CD O HOMEM DE BRANCO,5.0,S,0.0,0.0,0.0
7XV000006O,043915,,CD DESAPARECEU UM POVO - Cecilia de Souza,5.0,S,0.0,0.0,0.0
7XV000006P,043940,,CDPB CLASSICOS INESQUECIVEIS II - V  Silva,5.0,S,0.0,0.0,0.0
7XV000006Q,043979,,LAPIS - DE CERA CX C 12 Peq,1.2,S,12.0,-12.0,0.0
7XV000006R,044092,9788588315563,JOAO - D  A  Carson,143.9,S,3.0,0.0,3.0
7XV000006S,044094,9788527503792,TEOLOGIA DO NOVO TESTAMENTO - Howard Marshall,137.9,S,4.0,0.0,4.0
7XV000006T,044197,7898410727531,CD TO ABENCOADO - Jairinho,5.0,S,0.0,-1.0,-1.0
7XV000006U,044318,5000000001446,CAIXA DE PROMESSA - C ZIPER Media,8.9,S,14.0,-14.0,0.0
7XV000006V,044319,5000000002412,CAIXA DE PROMESSA - C ZIPER Pequena,6.9,S,28.0,-28.0,0.0
7XV000006W,044349,9788538300052,SEIS HORAS DE UMA SEXTA FEIRA - Edicao de Bolso,15.0,S,1.0,-1.0,0.0
7XV000006X,044537,9788538300076,COMO VIVER ACIMA DA MEDIOCRIDADE - Ed  Bolso,10.0,S,1.0,-1.0,0.0
7XV000006Y,044568,7897063610122,CD EU SOU LIVRE - PG,5.0,S,0.0,-1.0,-1.0
7XV000006Z,044966,,CHABODADON - PATO PATEKO,54.9,S,0.0,0.0,0.0
7XV0000070,044965,,CHABODADON - TARTARUGA GELIS,53.9,S,0.0,0.0,0.0
7XV0000071,044650,,KATHRYN KUHLMAN,27.9,S,0.0,0.0,0.0
7XV0000072,044964,7890000449649,CHABODADON - URSA VESTIDO,209.9,S,0.0,0.0,0.0
7XV0000073,044963,7890000449632,CHABODADON - LEAO,79.9,S,0.0,0.0,0.0
7XV0000074,044962,,CHABODADON - SOL,52.9,S,0.0,0.0,0.0
7XV0000075,044748,9788576890652,MANUAL DE DEFESA DA FE - Peter Kreeft e Ronald Tac,79.9,S,0.0,0.0,0.0
7XV0000076,044961,,CHABODADON - PASSARO PITIKO,53.9,S,0.0,0.0,0.0
7XV0000077,044960,7890000449601,CHABODADON - OVELHA DOLI Pequena,49.9,S,0.0,0.0,0.0
7XV0000078,044859,7897063610313,CD ALINE BARROS E CIA VOL 2,5.0,S,0.0,0.0,0.0
7XV0000079,044959,,CHABODADON - SUPER GOLFY,52.9,S,0.0,0.0,0.0
7XV000007A,044861,7897063610221,CDPB AMIGAS - Fernanda Brum e eyshila,5.0,S,0.0,0.0,0.0
7XV000007B,044958,,CHABODADON - CACHORRO COFAP,46.9,S,0.0,0.0,0.0
7XV000007C,044957,,DVD LOGOS AO VIVO NO TEATRO DA PAZ,10.0,S,0.0,0.0,0.0
7XV000007D,044956,,CD LOGOS AO VIVO NO TEATRO DA PAZ,5.0,S,0.0,-1.0,-1.0
7XV000007E,044862,,CD MAE EU TE AMO.COM - 1,5.0,S,0.0,0.0,0.0
7XV000007F,044955,,CD E PROIBIDO PENSAR,5.0,S,0.0,0.0,0.0
7XV000007G,044863,7890000448635,HARPA CRISTA - LUXO Grande,19.95,S,21.0,-21.0,0.0
7XV000007H,044953,9788526300934,10 MELHORES DECISOES QUE OS PAIS DEVEM TOMAR,39.95,S,2.0,0.0,2.0
7XV000007I,044864,9788538300137,COMO MINISTRAR LIBERTACAO,65.9,S,1.0,0.0,1.0
7XV000007J,044952,,CD EUNICE CARVALHO E A PETIZADA,5.0,S,0.0,0.0,0.0
7XV000007K,044951,9788561721008,LINGUAGEM DO SEXO,35.0,S,0.0,0.0,0.0
7XV000007L,044866,9788573679113,ELAS POR ELAS,23.0,S,0.0,0.0,0.0
7XV000007M,044950,,CAMISA - RINNAH (BATA),36.9,S,0.0,0.0,0.0
7XV000007N,044867,9788538300175,SOLTEIRA E FELIZ,31.9,S,0.0,0.0,0.0
7XV000007O,044949,,CAMISA - RINNAH (INFANTIL),29.9,S,0.0,0.0,0.0
7XV000007P,044948,,CAMISA - RINNAH (P M G),39.9,S,0.0,0.0,0.0
7XV000007Q,044868,9788538300168,APOLOGETICA CRISTA NO SECULO XXI,57.9,S,0.0,0.0,0.0
7XV000007R,044869,,NOVO TESTAMENTO PORTUGUES INGLES - NVI,30.0,S,0.0,0.0,0.0
7XV000007S,044947,7890000449472,CAMISA - FDH (MOLETON),109.9,S,0.0,0.0,0.0
7XV000007T,044945,,BANDANA - FDH,9.9,S,0.0,0.0,0.0
7XV000007U,044871,,CD MISTERIO DE DEUS - Miriam Araujo,5.0,S,0.0,0.0,0.0
7XV000007V,044944,7890000449441,CAMISA - MARKA CRISTA (P M G),52.9,S,3.0,0.0,3.0
7XV000007W,044872,,CD O GRANDE TRONO,5.0,S,0.0,0.0,0.0
7XV000007X,044943,7898410724974,CD EXCELENCIA - Nani Azevedo,5.0,S,0.0,-1.0,-1.0
7XV000007Z,044939,7890000449397,CACHEPOT - MADEIRA QUADRO C FLOR Gde,22.9,S,0.0,0.0,0.0
7XV0000080,044873,,CD MINISTERIO UNCAO,5.0,S,0.0,0.0,0.0
7XV0000081,044938,7899004715767,CD PARA O MUNDO OUVIR - Fabyane Liz,5.0,S,0.0,0.0,0.0
7XV0000083,044875,,SINAIS DO FIM - Ezio Pereira,15.0,S,0.0,0.0,0.0
7XV0000084,044937,7899004717570,CD O SENHOR E O MEU CANTICO,5.0,S,0.0,0.0,0.0
7XV0000085,044936,7890000449366,CD ESTOU AQUI - Katia Lins,5.0,S,0.0,0.0,0.0
7XV0000086,044876,7893248649703,CD NAO PARE DE ADORAR - Shirley Carvalhaes,5.0,S,0.0,-3.0,-3.0
7XV0000087,044935,,CD 20 SUPER GOSPEL - Alvaro Tito,5.0,S,0.0,-1.0,-1.0
7XV0000088,044934,,CD 20 SUPER GOSPEL - CICERO NOGUEIRA 2,5.0,S,0.0,0.0,0.0
7XV0000089,044877,,BOLSA - DIVINA LUZ(MOCHILA),46.9,S,0.0,0.0,0.0
7XV000008A,044933,,CD 20 SUPER GOSPEL - CICERO NOGUEIRA 1,5.0,S,0.0,0.0,0.0
7XV000008B,000349,,CD 20 SUPER GOSPEL - MARCO ANTONIO,5.0,S,0.0,0.0,0.0
7XV000008C,044878,,BOLSA - DIVINA LUZ (C ALCA),56.0,S,0.0,0.0,0.0
7XV000008D,000353,,CD 20 SUPER GOSPEL - SHIRLEY VOL 4,5.0,S,0.0,0.0,0.0
7XV000008E,044928,,PARA COLORIR - Turminha Querubim,6.9,S,0.0,0.0,0.0
7XV000008F,044879,7890000448796,CAMISA - DIVINA LUZ BABY LOOK,29.9,S,0.0,0.0,0.0
7XV000008G,044927,,CORRETIVO - Liquido Smilinguido,2.4,S,5.0,-5.0,0.0
7XV000008H,044880,7890000448802,CAMISA - DIVINA LUZ INFANTIL,21.9,S,0.0,0.0,0.0
7XV000008I,044926,,COLA - BASTAO Smilinguido,1.7,S,2.0,-2.0,0.0
7XV000008J,044881,,CAMISA - DIVINA LUZ TRADICIONAL,29.9,S,0.0,0.0,0.0
7XV000008K,044882,,CHABODADON - BICHINHO (P VIDRO CARRO),16.9,S,2.0,-2.0,0.0
7XV000008L,044884,,CHABODADON - MACACO TECO,46.9,S,1.0,-1.0,0.0
7XV000008M,044890,,CHABODADON - CACHORRO MY LOVE,49.9,S,0.0,0.0,0.0
7XV000008N,044892,9788532608451,HISTORIA DA AFRICA - ED VOZES,34.3,S,0.0,0.0,0.0
7XV000008Q,044893,9788532608161,HISTORIA DA ANTIGUIDADE ORIENTAL - ED VOZES,55.9,S,0.0,0.0,0.0
7XV000008S,044894,7893248638806,CD CAMINHO DAS PROMESSAS,5.0,S,0.0,0.0,0.0
7XV000008T,044896,,REVISTA VOCE,3.9,S,0.0,0.0,0.0
7XV000008U,044897,,CADERNETA HINOS - C  ORACAO(200PG),9.9,S,0.0,0.0,0.0
7XV000008V,044899,,DVD SAMUEL O MENINO QUE OUVIU DEUS,10.0,S,0.0,0.0,0.0
7XV000008W,044900,7890000449007,BANDEJA PARA CEIA - DOURADA Grande,199.9,S,2.0,-2.0,0.0
7XV000008Y,044901,7890000449014,BANDEJA PARA CEIA - DOURADA Media,179.9,S,4.0,0.0,4.0
7XV0000090,044902,7890000449021,OLEO PARA UNCAO - 500 ml,34.9,S,18.0,-2.0,16.0
7XV0000091,044903,9788531109867,ALMANAQUE BIBLICO,19.9,S,1.0,-1.0,0.0
7XV0000091,044903,9788531110641,ALMANAQUE BIBLICO,19.9,S,1.0,-1.0,0.0
7XV0000092,044904,,HISTORINHAS DA BIBLIA (60 JANELAS),19.9,S,0.0,0.0,0.0
7XV0000093,044905,,BIBLIOTECA DIGITAL DA BIBLIA,186.0,S,0.0,0.0,0.0
7XV0000094,044906,,BIBLIA LUXO - Media (Couro Legitimo),80.0,S,0.0,0.0,0.0
7XV0000096,044907,9788531112898,BIBLIA ILUSTRADAS 365 HISTORIAS ILUSTRADAS,112.9,S,3.0,-3.0,0.0
7XV0000097,044908,9788526309227,CURANDO AS FERIDAS DO PASSADO,21.95,S,0.0,0.0,0.0
7XV0000098,044909,9788526309166,SEGUNDA VINDA - Jonh Macarthur,34.95,S,0.0,0.0,0.0
7XV0000099,044910,7898203065598,DEZ COISAS QUE EU GOSTARIA QUE JESUS NUNCA,49.95,S,0.0,0.0,0.0
7XV0000099,044910,9788526309265,DEZ COISAS QUE EU GOSTARIA QUE JESUS NUNCA,49.95,S,0.0,0.0,0.0
7XV000009A,044911,9788526309258,MENSAGEM DO ANTIGO TESTAMENTO,99.9,S,0.0,0.0,0.0
7XV000009B,044912,,BELEM IGREJA MAE - REVISTA,4.4,S,0.0,0.0,0.0
7XV000009C,044915,,BOLSA - 97 ANOS,10.0,S,0.0,0.0,0.0
7XV000009E,044916,,CADERNETA HINOS - CONJ JOVEM (100 PG) - LUXO,5.9,S,1.0,-1.0,0.0
